"","lnRRmu_mean","lnRRmu_CIlen","lnRRmu_covr","lnRRsd_mean","lnRRsd_CIlen","lnRRsd_covr","mup_mean","mup_CIlen","mup_covr","rhop_mean","rhop_CIlen","rhop_covr","RRindivcovr","RRavgpctbias","p1indivcovr","p1avgpctbias","newRR","newRR2point5","newRR97point5","newRRCIlen","newp1","newp1CIlen","pi11hat"
"1819",-0.31980506671145,0.478404748114393,TRUE,0.173131592760144,0.512984412299445,TRUE,0.363894018521014,0.156189976224436,TRUE,20.2527399077417,38.0444988683298,TRUE,1,0.0812637749425251,1,-0.00373747088924005,0.747941051902892,0.420509528202815,1.19432297476542,0.773813446562609,0.364600419588812,0.485711661650401,0.099
"1820",-0.48501955279572,0.501207488678512,TRUE,0.144558361744033,0.479402686817907,TRUE,0.363725511409987,0.183231271216952,TRUE,13.0044687471955,24.4637919833042,TRUE,1,-0.0855885330117719,0.8,-0.0173920821764653,0.626998249997736,0.357320170600484,0.936589241277821,0.579269070677337,0.360849342886819,0.579276514595271,0.088
"1821",-0.233835161477785,0.47850044054138,TRUE,0.169394989813792,0.478457131500885,TRUE,0.357297450406371,0.142811636015389,TRUE,24.7643056043143,45.8529049606398,TRUE,0.9,0.174602728069098,0.9,-0.0144680828105591,0.814969015833325,0.461117482784407,1.27756510505442,0.816447622270015,0.355638493811263,0.440123515629044,0.101
"1822",-0.365922616418335,0.443173426181563,TRUE,0.132322156715808,0.40466552075877,TRUE,0.380295935687478,0.160407117386398,TRUE,20.1644130608257,38.3330404264092,TRUE,1,0.0243387592067363,0.9,0.0530061138515256,0.707802777702787,0.448756319196534,1.01821744846856,0.569461129272021,0.380809258736884,0.499746744490521,0.103
"1823",-0.3428087695699,0.447990572553139,TRUE,0.139180150212588,0.473073714439538,TRUE,0.363805067875795,0.160332376661152,TRUE,19.6057641133777,36.9872623615966,TRUE,1,0.0496623701487019,1,-0.00297925626218898,0.726331974165013,0.448294444407383,1.12057932533198,0.672284880924597,0.362992073206317,0.494312034230621,0.096
"1824",-0.693774682587731,0.52973025844478,FALSE,0.152377156677991,0.4887804903674,TRUE,0.369558960570958,0.180679208164008,TRUE,13.8436053298532,25.5839644310851,TRUE,0.6,-0.256951392627008,0.8,-0.00151325163436318,0.512362797920087,0.296007594276023,0.800468002071628,0.504460407795606,0.371319222363152,0.568374200913542,0.072
"1825",-0.380153383856476,0.487855831525858,TRUE,0.183349641110839,0.523176683011256,TRUE,0.366976630151816,0.14905794563122,TRUE,21.7031217369809,40.3875007944041,TRUE,1,0.0169125939716027,1,0.00724783874858146,0.703105290120558,0.393396637074342,1.15418981662784,0.760793179553494,0.366004849758673,0.469057490725811,0.093
"1826",-0.781936960265311,0.710050832190069,FALSE,0.295183117564011,0.799230353956706,TRUE,0.361314901661556,0.147324309486962,TRUE,22.8518937333551,43.6734872685329,TRUE,0.7,-0.298728467681866,1,-0.00344525167002516,0.492973259042939,0.176607359403244,0.998198228364567,0.821590868961322,0.360636810323314,0.45670684097356,0.063
"1827",-0.451448271315412,0.573544475193236,TRUE,0.258916589932891,0.650721453971236,TRUE,0.37313817933715,0.149133669924801,TRUE,23.4916177435515,44.191434346507,TRUE,1,-0.0410168468916201,1,0.0275160143098792,0.669299216953121,0.303064816187343,1.26024868024585,0.957183864058512,0.373727382923365,0.459601634074101,0.09
"1828",-0.201032156491958,0.720131547656468,TRUE,0.429101490363503,0.856044427277185,FALSE,0.372773949816236,0.16066416550929,TRUE,22.4031665860956,43.4776986977348,TRUE,0.9,0.282788468083254,1,-0.0408688110636871,0.886503947289584,0.269369180082641,1.97594096123961,1.70657178115697,0.370201395210396,0.472021226601069,0.101
"1829",-0.302813916028542,0.567691919371549,TRUE,0.273767278476476,0.652726947979077,TRUE,0.372328591661812,0.145503221376071,TRUE,24.9823385814106,47.8509690946375,TRUE,1,0.118818646972201,0.9,0.0204378409579122,0.775204497421432,0.344586327973063,1.46753711966378,1.12295079169072,0.37317159226064,0.442807061682169,0.101
"1830",-0.321491324777222,0.440988722614192,TRUE,0.119571225300372,0.38980875861243,TRUE,0.357704841173136,0.151388398710024,TRUE,21.6218292067636,41.2008999665783,TRUE,1,0.0710427989420182,1,-0.0177009784470644,0.737145877632307,0.481769397733641,1.06943324061882,0.587663842885178,0.357609540079299,0.46835164208322,0.094
"1831",-0.517590202057504,0.670642744065972,TRUE,0.35641227069621,0.77518783315868,TRUE,0.39458411174519,0.16981955381218,TRUE,17.4877980936866,33.3640796085493,TRUE,1,-0.0866920987164869,0.9,0.076659485828643,0.643301837409183,0.235917406127303,1.37323635941655,1.13731895328925,0.392299959858096,0.530246858042389,0.096
"1832",-0.443761205613215,0.578925555849028,TRUE,0.24611831109157,0.710370634041816,TRUE,0.373386075014616,0.156428158327165,TRUE,20.1137004328671,38.0813591236871,TRUE,1,-0.0324899012889216,1,0.0201361000924951,0.676360006910508,0.3088050323456,1.26320165844813,0.954396626102531,0.373215923913349,0.485152927142953,0.092
"1833",-0.308477970116101,0.474387036042986,TRUE,0.16716557133991,0.471415766184459,TRUE,0.370336477954428,0.154445941128427,TRUE,21.154464097727,39.9127986198102,TRUE,1,0.0894191738191803,1,0.0174126923564099,0.755793315351306,0.436104495261035,1.1921196888062,0.756015193545164,0.37084844578333,0.488810293219267,0.102
"1834",-0.573328844713568,0.562794977763433,TRUE,0.155886061820324,0.495875096687894,TRUE,0.345162562229938,0.144652865836245,TRUE,24.3838151637695,47.2964019184209,TRUE,1,-0.162555168059834,0.9,-0.0474970469392945,0.580348441384002,0.338245528693626,0.900444908525741,0.562199379832115,0.346030440520164,0.446644273818286,0.068
"1835",-0.434056502925235,0.487663995606452,TRUE,0.152905055336647,0.46603281551261,TRUE,0.366001377341102,0.155975201700203,TRUE,21.4110636273191,40.009382235184,TRUE,1,-0.0394190369351059,1,0.0052296358511338,0.664715568966689,0.397596735319343,1.00535726787305,0.60776053255371,0.367479632776063,0.475597410124071,0.089
"1836",-0.337377937302704,0.602884873707927,TRUE,0.313716225598537,0.685680889642144,TRUE,0.377578204940545,0.156424911929995,TRUE,22.2166221456256,42.5027292721723,TRUE,1,0.0920267485433856,1,0.025091721740483,0.760751929991565,0.309817955179765,1.51173408525754,1.20191613007777,0.377080463177556,0.46667707234759,0.101
